Follower	Followee	Weight
8244	5467	1.0
8244	14190	1.0
244	390	1.0
244	1842	1.0
244	20024	1.0
13099	6117	1.0
245	3701	1.0
22945	15833	1.0
17747	18368	1.0
23177	26318	1.0
246	375	1.0
5335	13711	1.0
19310	12759	1.0
3889	1249	1.0
3889	17583	1.0
3889	9521	1.0
3959	16711	1.0
3959	8978	1.0
3959	14072	1.0
3959	12312	1.0
3959	15508	1.0
3959	11025	1.0
6790	21242	1.0
6790	17367	1.0
6602	2737	1.0
6602	18616	1.0
6602	10955	1.0
17748	15003	1.0
17748	17326	1.0
6791	6265	1.0
6791	19242	1.0
20124	19508	1.0
20124	13748	1.0
20124	14961	1.0
20124	12744	1.0
20124	10955	1.0
20124	25042	1.0
13100	13109	1.0
13100	11067	1.0
13101	20889	1.0
15644	14022	1.0
15644	18534	1.0
23466	10871	1.0
3961	2857	1.0
3961	4062	1.0
3961	15481	1.0
3961	2044	1.0
25825	19823	1.0
25825	4795	1.0
25825	2039	1.0
25825	6498	1.0
6792	1567	1.0
6792	16266	1.0
6792	14425	1.0
6792	8269	1.0
10460	8270	1.0
10460	10459	1.0
10460	9334	1.0
10461	18993	1.0
10461	7160	1.0
10461	2617	1.0
6793	13635	1.0
15645	13419	1.0
3962	330	1.0
3962	17979	1.0
3962	1556	1.0
3962	26458	1.0
3962	2040	1.0
3962	11795	1.0
3962	11946	1.0
3962	11172	1.0
3962	8888	1.0
3962	12870	1.0
3962	20312	1.0
3962	5943	1.0
24668	6150	1.0
3963	14300	1.0
18623	1249	1.0
18623	22979	1.0
18623	15272	1.0
6794	11826	1.0
6794	5799	1.0
8246	14259	1.0
21343	5150	1.0
19635	4265	1.0
19635	17592	1.0
19635	21879	1.0
15646	5772	1.0
8212	466	1.0
8212	9913	1.0
8212	13809	1.0
8212	16465	1.0
8212	2180	1.0
8212	12131	1.0
3964	13395	1.0
3964	20087	1.0
3964	8336	1.0
13057	5598	1.0
26286	1249	1.0
3965	17921	1.0
3965	12216	1.0
15647	11823	1.0
8247	19414	1.0
8247	9288	1.0
8247	1424	1.0
8247	6659	1.0
8247	1249	1.0
8247	2825	1.0
8247	6801	1.0
8247	19405	1.0
8247	6562	1.0
8247	10100	1.0
8247	12744	1.0
8247	11406	1.0
19312	20582	1.0
19312	844	1.0
26287	22660	1.0
17750	12923	1.0
3966	1590	1.0
6795	12778	1.0
11110	3080	1.0
11110	15812	1.0
12676	14952	1.0
12676	15436	1.0
12676	10446	1.0
12676	2919	1.0
12676	12537	1.0
12676	4782	1.0
10463	1249	1.0
10463	4929	1.0
20935	2039	1.0
6796	5570	1.0
6796	61	1.0
6796	511	1.0
20178	12722	1.0
20156	11148	1.0
20156	23995	1.0
20156	7793	1.0
20156	301	1.0
2386	1249	1.0
248	1249	1.0
248	3063	1.0
248	5390	1.0
248	5080	1.0
3968	12025	1.0
3969	7430	1.0
3969	2807	1.0
3969	13634	1.0
3969	4486	1.0
3969	10046	1.0
3969	1454	1.0
3969	4692	1.0
3969	971	1.0
3969	8775	1.0
3969	13464	1.0
3969	8207	1.0
3969	19452	1.0
3969	10548	1.0
3969	16925	1.0
3969	1575	1.0
3969	2866	1.0
3969	902	1.0
3969	9284	1.0
3969	6769	1.0
13106	13047	1.0
13106	9473	1.0
22852	1249	1.0
3970	12048	1.0
3970	5026	1.0
15648	4836	1.0
15648	20696	1.0
249	252	1.0
1229	630	1.0
6797	12493	1.0
15650	19134	1.0
15650	2117	1.0
13107	9529	1.0
13107	7915	1.0
13107	10797	1.0
13107	20676	1.0
13107	6483	1.0
13107	18618	1.0
3971	8270	1.0
3971	11773	1.0
22469	23476	1.0
25908	24369	1.0
24480	17326	1.0
15651	15078	1.0
3972	10187	1.0
3972	5203	1.0
21025	21063	1.0
3973	8268	1.0
25775	22669	1.0
25775	5710	1.0
25775	4599	1.0
6799	20695	1.0
6799	19598	1.0
13111	5100	1.0
13111	1134	1.0
21353	3639	1.0
9113	15825	1.0
22640	11324	1.0
22267	26151	1.0
15652	800	1.0
13112	1698	1.0
3974	11038	1.0
3974	10325	1.0
3974	17157	1.0
3974	2114	1.0
3974	6183	1.0
3974	9908	1.0
3974	14941	1.0
3974	6905	1.0
17753	6247	1.0
17753	15576	1.0
17753	19155	1.0
17753	22146	1.0
17753	10955	1.0
17753	13619	1.0
17753	13289	1.0
17753	6826	1.0
17753	12651	1.0
17753	1498	1.0
17753	11778	1.0
25537	25561	1.0
25537	25609	1.0
25537	25516	1.0
25537	25624	1.0
25537	25518	1.0
25537	25498	1.0
25537	25505	1.0
25537	25582	1.0
25537	25519	1.0
25537	25545	1.0
25537	25568	1.0
25537	25536	1.0
25537	25630	1.0
25537	25623	1.0
25537	25602	1.0
25537	25524	1.0
25537	25538	1.0
25537	25594	1.0
25537	25526	1.0
25537	25611	1.0
22561	368	1.0
23309	9391	1.0
23309	15694	1.0
25281	3736	1.0
17754	7751	1.0
3975	2231	1.0
3975	12927	1.0
3975	17955	1.0
3975	18391	1.0
3975	11138	1.0
3975	838	1.0
3975	14361	1.0
3975	4998	1.0
3975	8452	1.0
3975	3678	1.0
3975	7070	1.0
3975	5301	1.0
3975	15700	1.0
3975	2133	1.0
3975	9534	1.0
3975	5711	1.0
3975	4487	1.0
3975	6866	1.0
3975	2695	1.0
3975	20383	1.0
3975	6827	1.0
3975	10863	1.0
3975	2601	1.0
3975	18366	1.0
3975	20211	1.0
3975	10054	1.0
3975	2321	1.0
3975	13589	1.0
3975	7465	1.0
3975	9397	1.0
3975	21162	1.0
3975	2590	1.0
3975	15358	1.0
3975	15482	1.0
3975	17556	1.0
3975	19512	1.0
3975	9736	1.0
3975	18616	1.0
3975	8478	1.0
3975	12105	1.0
3975	5539	1.0
3975	19143	1.0
3975	4129	1.0
13113	4483	1.0
13113	9426	1.0
13113	11025	1.0
13113	19652	1.0
13113	16711	1.0
13113	13458	1.0
13113	5706	1.0
13113	12501	1.0
13113	4945	1.0
13113	7626	1.0
13113	14095	1.0
13113	13331	1.0
13113	12794	1.0
13113	2100	1.0
13113	15873	1.0
13113	16762	1.0
13113	6274	1.0
13113	9825	1.0
13113	14404	1.0
13113	11345	1.0
13113	18523	1.0
13113	13408	1.0
13113	7876	1.0
13113	13219	1.0
13113	13291	1.0
13113	10877	1.0
13113	11143	1.0
10464	11595	1.0
10464	6069	1.0
10464	5815	1.0
10464	13937	1.0
10464	4118	1.0
10464	11237	1.0
15653	1740	1.0
15653	19362	1.0
251	8586	1.0
6802	2526	1.0
5336	1088	1.0
5336	4982	1.0
21085	11370	1.0
21085	3674	1.0
21085	12212	1.0
21085	4227	1.0
21085	2919	1.0
21085	5754	1.0
21085	1557	1.0
21085	4235	1.0
21085	5473	1.0
21085	3494	1.0
21085	4057	1.0
21085	4872	1.0
21085	753	1.0
21085	5416	1.0
21085	14583	1.0
21085	14416	1.0
21085	4832	1.0
21085	10187	1.0
21085	6456	1.0
21085	5538	1.0
21085	2117	1.0
21085	10032	1.0
21085	1019	1.0
21085	92	1.0
21085	158	1.0
21085	1415	1.0
21085	2169	1.0
21085	11834	1.0
21085	8470	1.0
21085	43	1.0
21085	1384	1.0
21085	15536	1.0
21085	5972	1.0
252	249	1.0
252	4409	1.0
10465	6043	1.0
15654	15619	1.0
21944	13618	1.0
21944	18502	1.0
21944	21098	1.0
21944	10125	1.0
19582	20811	1.0
19582	14400	1.0
8586	9947	1.0
8586	6112	1.0
8586	6936	1.0
6803	6437	1.0
6803	1744	1.0
6803	13170	1.0
6803	2228	1.0
6803	13614	1.0
22583	884	1.0
22583	8064	1.0
22583	12744	1.0
19756	10955	1.0
19756	18101	1.0
19756	1759	1.0
19756	3063	1.0
19756	325	1.0
19756	12258	1.0
4866	2039	1.0
20000	14176	1.0
20000	2204	1.0
20000	17823	1.0
20000	17967	1.0
20000	12626	1.0
20000	19799	1.0
24422	24387	1.0
21174	5300	1.0
19422	12181	1.0
19422	13792	1.0
6804	3200	1.0
6804	7390	1.0
6804	2808	1.0
23178	23945	1.0
23178	19938	1.0
23178	2039	1.0
23178	2976	1.0
2682	5078	1.0
3976	4572	1.0
3976	19150	1.0
3976	21801	1.0
3976	1249	1.0
3976	15116	1.0
3976	13692	1.0
3976	5918	1.0
3976	5040	1.0
3893	12051	1.0
22465	12563	1.0
253	1786	1.0
253	2116	1.0
253	1028	1.0
23902	6826	1.0
23902	23717	1.0
23902	23929	1.0
23902	9972	1.0
23902	7831	1.0
23902	7470	1.0
23902	22146	1.0
13058	17720	1.0
17756	6632	1.0
17756	5272	1.0
13116	17285	1.0
13116	5244	1.0
17757	18354	1.0
17757	18497	1.0
10469	1656	1.0
10469	16004	1.0
10469	3570	1.0
10469	9087	1.0
10469	2750	1.0
10469	23210	1.0
19313	9591	1.0
11426	8015	1.0
13117	4726	1.0
13117	5649	1.0
23467	16254	1.0
23467	25042	1.0
19314	8541	1.0
13118	3276	1.0
13118	12803	1.0
13118	8614	1.0
22736	11064	1.0
10470	7100	1.0
12494	14758	1.0
13119	1249	1.0
17759	19285	1.0
17759	7121	1.0
3977	15800	1.0
22162	214	1.0
22162	1249	1.0
22641	1249	1.0
13120	17142	1.0
13060	5272	1.0
15656	17142	1.0
3978	1249	1.0
3978	17452	1.0
19315	21103	1.0
10472	9524	1.0
10472	17322	1.0
6806	2828	1.0
6806	10955	1.0
3979	4430	1.0
6807	8039	1.0
10473	9750	1.0
10473	14662	1.0
10473	4455	1.0
3980	8745	1.0
6808	8610	1.0
6808	6887	1.0
6808	3225	1.0
6808	7772	1.0
16403	16890	1.0
16403	2737	1.0
16403	3127	1.0
16403	5533	1.0
8504	5215	1.0
8504	18084	1.0
8504	2039	1.0
8504	8015	1.0
8504	3824	1.0
8504	12609	1.0
20412	12651	1.0
20412	17367	1.0
20412	5764	1.0
20412	12744	1.0
104	12161	1.0
104	9851	1.0
104	2444	1.0
104	12902	1.0
104	10839	1.0
104	263	1.0
104	11576	1.0
3981	4855	1.0
3981	4945	1.0
26036	26037	1.0
3982	8020	1.0
3982	1082	1.0
5338	5911	1.0
23657	21698	1.0
15657	4804	1.0
15657	18321	1.0
15657	84	1.0
15657	15412	1.0
15657	16449	1.0
15657	11270	1.0
15657	17429	1.0
15657	10939	1.0
15657	18136	1.0
15657	13863	1.0
15657	10449	1.0
15657	6251	1.0
15657	14178	1.0
15657	727	1.0
15657	1923	1.0
15657	11072	1.0
14144	11255	1.0
24823	18453	1.0
8362	5822	1.0
17760	3285	1.0
13535	24288	1.0
13535	22824	1.0
13535	4931	1.0
13535	7793	1.0
13535	2248	1.0
13535	22560	1.0
13535	5812	1.0
13535	2029	1.0
13535	5933	1.0
13535	12604	1.0
13535	23588	1.0
13535	10795	1.0
13535	8481	1.0
1372	4479	1.0
10474	7367	1.0
10474	3505	1.0
10474	10078	1.0
10474	6127	1.0
10474	12855	1.0
10474	4042	1.0
10474	12216	1.0
10474	17350	1.0
15658	8381	1.0
15658	13065	1.0
255	19554	1.0
11959	6735	1.0
11959	20135	1.0
19204	19916	1.0
15659	15772	1.0
3983	16409	1.0
3983	7213	1.0
3983	14553	1.0
3983	19024	1.0
3983	2236	1.0
3983	11406	1.0
3983	3860	1.0
16404	10603	1.0
16404	10308	1.0
16404	1249	1.0
16404	12651	1.0
16404	15447	1.0
16404	12744	1.0
23103	23773	1.0
23103	15642	1.0
23103	11778	1.0
22517	19799	1.0
10476	10882	1.0
10476	6247	1.0
10477	5570	1.0
10477	12713	1.0
10477	10509	1.0
10477	16782	1.0
10477	12094	1.0
19316	18556	1.0
19316	18804	1.0
19316	1365	1.0
19316	18929	1.0
19316	11913	1.0
19316	10487	1.0
19316	17002	1.0
19316	13228	1.0
19316	14361	1.0
19316	5946	1.0
19316	19228	1.0
19316	10863	1.0
19316	20335	1.0
19316	2823	1.0
19316	10261	1.0
19316	3129	1.0
19316	13145	1.0
19316	9299	1.0
19316	10082	1.0
19316	18889	1.0
19316	18720	1.0
19316	8871	1.0
19316	18880	1.0
19316	7054	1.0
19316	20382	1.0
19316	8032	1.0
19316	2966	1.0
19316	3897	1.0
19316	12548	1.0
19316	11548	1.0
19316	17337	1.0
19316	12772	1.0
19316	3681	1.0
19316	4313	1.0
19316	8666	1.0
19316	1779	1.0
19316	9122	1.0
19316	13451	1.0
19316	8888	1.0
19316	14868	1.0
19316	7121	1.0
19316	2727	1.0
19316	18912	1.0
19316	17677	1.0
19316	84	1.0
19316	18672	1.0
19316	9891	1.0
19316	9434	1.0
19316	15133	1.0
19316	14540	1.0
19316	15674	1.0
19316	18389	1.0
19316	5406	1.0
19316	14876	1.0
19316	17910	1.0
3984	20848	1.0
3984	20036	1.0
3984	15126	1.0
3984	1249	1.0
3984	3536	1.0
3984	11298	1.0
3984	19654	1.0
6812	5710	1.0
15660	10024	1.0
24096	8177	1.0
13122	18359	1.0
13122	11693	1.0
15661	7425	1.0
15661	7314	1.0
15662	4940	1.0
17761	11104	1.0
17761	20649	1.0
17761	14739	1.0
17761	1249	1.0
17761	3078	1.0
17761	43	1.0
21364	3727	1.0
13123	20132	1.0
6813	12750	1.0
6813	14811	1.0
6813	10955	1.0
6813	6039	1.0
6813	6659	1.0
6813	3569	1.0
15663	20437	1.0
15663	19767	1.0
20070	6247	1.0
20070	11404	1.0
25936	25934	1.0
256	12492	1.0
256	21159	1.0
256	2279	1.0
256	16019	1.0
256	3145	1.0
256	19766	1.0
13124	6725	1.0
13124	5480	1.0
13124	9312	1.0
13124	19264	1.0
13124	14533	1.0
20243	17711	1.0
21422	22546	1.0
21422	16770	1.0
21422	4091	1.0
21422	7100	1.0
21422	2039	1.0
21422	12651	1.0
21422	9972	1.0
21422	8960	1.0
21422	6632	1.0
21422	13532	1.0
21422	1249	1.0
21422	19907	1.0
21422	24229	1.0
21422	4144	1.0
21422	23961	1.0
21422	8342	1.0
24264	6022	1.0
24264	21853	1.0
257	8534	1.0
257	10588	1.0
257	12501	1.0
257	3191	1.0
257	16004	1.0
15665	13498	1.0
15665	12290	1.0
6814	6465	1.0
6814	18731	1.0
10478	6316	1.0
3986	75	1.0
25221	25182	1.0
25221	25376	1.0
13041	1249	1.0
15668	11862	1.0
15668	5788	1.0
15668	7192	1.0
258	6193	1.0
258	5557	1.0
258	11045	1.0
258	1485	1.0
258	4599	1.0
258	20177	1.0
258	15363	1.0
258	4478	1.0
258	15241	1.0
258	17604	1.0
258	6291	1.0
258	20278	1.0
258	1377	1.0
258	2090	1.0
475	160	1.0
475	16319	1.0
475	16190	1.0
475	13803	1.0
475	1249	1.0
475	1113	1.0
475	8572	1.0
475	15121	1.0
10479	16017	1.0
24984	23603	1.0
24984	24418	1.0
17762	3811	1.0
17762	4481	1.0
10480	5115	1.0
10480	15496	1.0
1783	2039	1.0
6816	6432	1.0
259	13541	1.0
8249	9172	1.0
8249	11681	1.0
8249	1249	1.0
8249	5986	1.0
10481	19092	1.0
10481	21146	1.0
10481	7355	1.0
10481	1248	1.0
10481	9820	1.0
10481	21323	1.0
13125	4328	1.0
10482	10911	1.0
261	21143	1.0
261	26317	1.0
261	6247	1.0
261	10179	1.0
261	17773	1.0
2684	5710	1.0
2684	20564	1.0
2684	13829	1.0
2684	6479	1.0
2684	17382	1.0
2684	78	1.0
2684	25042	1.0
2684	1249	1.0
2684	14612	1.0
2684	16360	1.0
2684	16724	1.0
2684	24977	1.0
2684	17480	1.0
2684	5907	1.0
2684	900	1.0
2684	17220	1.0
25222	25376	1.0
26119	1249	1.0
10483	19581	1.0
19318	16711	1.0
19318	9715	1.0
13127	10096	1.0
15670	1508	1.0
22115	8907	1.0
15671	1067	1.0
15671	6247	1.0
15671	2634	1.0
15671	3946	1.0
15671	1481	1.0
15671	15550	1.0
6818	4619	1.0
6818	10955	1.0
6818	1249	1.0
6818	15312	1.0
6818	6022	1.0
8896	19638	1.0
8896	2470	1.0
4935	3551	1.0
4935	3933	1.0
4935	20191	1.0
4935	13879	1.0
10484	25042	1.0
10484	10500	1.0
10484	2124	1.0
10484	21530	1.0
10484	10011	1.0
10485	14523	1.0
10485	9841	1.0
10485	855	1.0
13128	19293	1.0
13128	15915	1.0
13128	6056	1.0
13128	2895	1.0
262	7849	1.0
6248	7178	1.0
6248	8687	1.0
6248	4426	1.0
6248	7205	1.0
6248	2832	1.0
6248	7802	1.0
3539	6211	1.0
3539	109	1.0
19636	2039	1.0
19636	1249	1.0
19636	12645	1.0
21344	3531	1.0
20804	1249	1.0
20804	5115	1.0
20804	10134	1.0
13129	6090	1.0
13129	11766	1.0
13129	11494	1.0
13129	13180	1.0
13129	9940	1.0
13129	17723	1.0
13129	8862	1.0
13129	6832	1.0
13129	17238	1.0
22821	13748	1.0
22821	3283	1.0
15672	13029	1.0
2085	3369	1.0
16405	15583	1.0
16405	3285	1.0
16405	14938	1.0
16405	2489	1.0
16405	7061	1.0
16405	17837	1.0
16405	13424	1.0
16405	11778	1.0
3987	1290	1.0
3987	917	1.0
6819	4479	1.0
6819	4526	1.0
10487	15998	1.0
19480	1249	1.0
19480	14050	1.0
6820	4892	1.0
6820	9591	1.0
21518	19740	1.0
15673	2283	1.0
15673	11748	1.0
10488	13392	1.0
10488	12077	1.0
10488	15649	1.0
10488	14718	1.0
263	104	1.0
6822	6097	1.0
6635	9984	1.0
13131	1249	1.0
13131	16790	1.0
6823	11685	1.0
6823	6622	1.0
20819	3681	1.0
20819	10351	1.0
20819	11972	1.0
23004	23111	1.0
21578	17912	1.0
21578	21318	1.0
19319	18832	1.0
10489	10332	1.0
10489	13094	1.0
10489	10339	1.0
10489	14602	1.0
10489	12997	1.0
15210	13331	1.0
26244	4599	1.0
21385	25695	1.0
13132	16145	1.0
13133	11126	1.0
13133	15433	1.0
265	6772	1.0
265	14407	1.0
17121	17142	1.0
17121	16423	1.0
10490	2365	1.0
2797	1817	1.0
10491	19132	1.0
266	16267	1.0
13134	14415	1.0
22470	305	1.0
13989	6970	1.0
13989	6577	1.0
13989	18252	1.0
21423	795	1.0
21423	13832	1.0
21423	11285	1.0
24339	1249	1.0
25543	25516	1.0
25543	25609	1.0
25543	25518	1.0
25543	25506	1.0
25543	25561	1.0
25543	25567	1.0
25543	25621	1.0
25543	25524	1.0
25543	25619	1.0
25543	25589	1.0
25543	25519	1.0
25543	25594	1.0
20760	20439	1.0
20760	7628	1.0
20760	7428	1.0
20760	1426	1.0
267	1249	1.0
6826	1498	1.0
6826	11778	1.0
10492	15551	1.0
10492	12244	1.0
10492	4839	1.0
10492	4852	1.0
10492	9797	1.0
10492	12073	1.0
17763	6291	1.0
19321	4613	1.0
19973	1002	1.0
268	10839	1.0
268	518	1.0
268	10221	1.0
269	20398	1.0
12301	14871	1.0
12301	18050	1.0
12301	11787	1.0
12301	5053	1.0
12302	15507	1.0
10493	5727	1.0
11111	15958	1.0
11111	21582	1.0
11111	9893	1.0
11111	3543	1.0
10494	5053	1.0
10494	14664	1.0
10494	1155	1.0
10494	1663	1.0
10494	2755	1.0
10494	4787	1.0
10494	3774	1.0
10494	19567	1.0
10494	16759	1.0
10494	7121	1.0
10494	18146	1.0
10494	6892	1.0
10494	3418	1.0
10494	10627	1.0
10494	960	1.0
10494	9353	1.0
10494	4849	1.0
21989	2039	1.0
23179	13740	1.0
17764	19458	1.0
17764	8600	1.0
13301	345	1.0
13301	2389	1.0
13301	4836	1.0
13301	9060	1.0
13301	137	1.0
13301	20793	1.0
13301	20983	1.0
13301	2722	1.0
272	554	1.0
272	6929	1.0
272	645	1.0
272	10	1.0
272	1107	1.0
272	3920	1.0
6827	11176	1.0
6827	6247	1.0
6827	1269	1.0
6827	3975	1.0
6827	6380	1.0
15675	8450	1.0
15676	14316	1.0
3990	6923	1.0
10495	237	1.0
10495	5982	1.0
10495	7715	1.0
10495	209	1.0
10495	3482	1.0
10495	13743	1.0
10495	87	1.0
10495	952	1.0
10495	3534	1.0
10495	3763	1.0
10495	10232	1.0
10495	18959	1.0
10496	17256	1.0
10496	16606	1.0
22268	1249	1.0
22268	83	1.0
22642	6727	1.0
10497	19952	1.0
10498	2039	1.0
26349	8180	1.0
3992	3271	1.0
274	14292	1.0
274	10722	1.0
274	15694	1.0
275	15094	1.0
3899	1249	1.0
3899	369	1.0
22269	19622	1.0
10500	20585	1.0
10500	3770	1.0
10500	21911	1.0
10500	14178	1.0
10500	20414	1.0
10500	19104	1.0
10500	14840	1.0
10500	13816	1.0
10500	20280	1.0
10500	4672	1.0
10500	8072	1.0
10500	23043	1.0
10500	16624	1.0
10500	2418	1.0
10500	5150	1.0
10500	15317	1.0
10500	8947	1.0
6831	13826	1.0
3993	9736	1.0
3993	12524	1.0
3993	2760	1.0
3993	16162	1.0
3993	1255	1.0
3993	11049	1.0
3993	2182	1.0
3993	6133	1.0
3993	13191	1.0
3993	14656	1.0
3993	21114	1.0
3993	9699	1.0
15678	10287	1.0
10501	11177	1.0
10501	11024	1.0
10501	11652	1.0
19822	12501	1.0
19822	1824	1.0
19822	16004	1.0
19822	13861	1.0
19822	10935	1.0
19822	13463	1.0
19822	6179	1.0
19822	12548	1.0
19822	15968	1.0
19822	20845	1.0
19822	17765	1.0
19822	13018	1.0
19822	16068	1.0
276	72	1.0
276	8393	1.0
276	2180	1.0
276	3234	1.0
276	16004	1.0
276	3228	1.0
26037	26036	1.0
22900	24735	1.0
25045	12744	1.0
21213	1249	1.0
21213	10955	1.0
7427	21755	1.0
7427	1249	1.0
7427	1728	1.0
7427	5861	1.0
23954	24250	1.0
19323	23993	1.0
19323	17231	1.0
19323	21505	1.0
14405	18547	1.0
14405	12317	1.0
14405	19052	1.0
14405	4559	1.0
14405	16058	1.0
277	4599	1.0
277	7486	1.0
277	8558	1.0
17765	8586	1.0
17765	19822	1.0
17765	9339	1.0
10502	9011	1.0
10502	729	1.0
25545	25609	1.0
25545	25527	1.0
25545	25576	1.0
25545	25506	1.0
25545	25561	1.0
25545	25584	1.0
25545	25567	1.0
25545	25621	1.0
25545	25619	1.0
25545	25589	1.0
25545	25519	1.0
3994	133	1.0
3994	6216	1.0
3994	5704	1.0
3994	1046	1.0
3994	2931	1.0
3994	3334	1.0
25741	25757	1.0
25741	25702	1.0
25741	25762	1.0
25741	25399	1.0
25741	25409	1.0
25741	25001	1.0
6832	13129	1.0
15680	19567	1.0
17767	21333	1.0
10503	18809	1.0
10503	6247	1.0
10503	4619	1.0
10503	8669	1.0
10503	2159	1.0
10503	9674	1.0
10503	2489	1.0
10503	7950	1.0
10503	12647	1.0
10503	11864	1.0
10503	15271	1.0
10503	4884	1.0
10503	4599	1.0
10503	5115	1.0
10503	5790	1.0
10503	14231	1.0
10503	1892	1.0
19324	5553	1.0
10504	10871	1.0
10504	18712	1.0
10504	18185	1.0
10504	7699	1.0
10504	14242	1.0
10504	10218	1.0
2086	15106	1.0
16794	15896	1.0
3304	5608	1.0
3304	11937	1.0
15213	12954	1.0
15213	3017	1.0
19638	15843	1.0
19638	7729	1.0
19638	11220	1.0
19638	18658	1.0
19638	1838	1.0
19638	14212	1.0
19638	17875	1.0
19638	6288	1.0
19638	134	1.0
19638	6543	1.0
19638	8896	1.0
19638	4393	1.0
19638	19347	1.0
19638	305	1.0
19638	15292	1.0
19638	20101	1.0
19638	7540	1.0
19638	10049	1.0
19638	8953	1.0
19638	10208	1.0
19638	11954	1.0
19638	711	1.0
19638	16511	1.0
19638	15837	1.0
19638	1214	1.0
19638	8001	1.0
19638	578	1.0
19638	21432	1.0
19638	20192	1.0
19638	7399	1.0
19638	13842	1.0
19638	19750	1.0
19638	18012	1.0
19638	6148	1.0
19638	3516	1.0
19638	8975	1.0
19638	2879	1.0
19638	3281	1.0
19638	4946	1.0
19638	16398	1.0
19638	14497	1.0
19638	3833	1.0
15681	6941	1.0
278	87	1.0
6834	4317	1.0
6834	8695	1.0
6834	8482	1.0
17768	7553	1.0
17768	3108	1.0
17768	13079	1.0
17768	11474	1.0
17768	1340	1.0
17768	10304	1.0
17768	3960	1.0
17768	5933	1.0
3995	1249	1.0
279	358	1.0
279	6380	1.0
3996	1249	1.0
13135	551	1.0
13135	19850	1.0
6835	6056	1.0
16407	15486	1.0
16407	9356	1.0
16407	16397	1.0
16407	13251	1.0
16407	26466	1.0
16407	3407	1.0
16407	19830	1.0
16407	15279	1.0
280	909	1.0
280	2283	1.0
23391	1249	1.0
7428	19914	1.0
7428	9892	1.0
7428	1249	1.0
7428	13743	1.0
7428	21335	1.0
7428	20760	1.0
7428	9188	1.0
7428	13866	1.0
25439	25104	1.0
282	7222	1.0
282	11410	1.0
13136	19423	1.0
15682	2096	1.0
15682	16523	1.0
15682	1180	1.0
15682	10826	1.0
15682	1249	1.0
15682	1161	1.0
15682	322	1.0
15682	10603	1.0
15682	4599	1.0
15682	2737	1.0
15682	11070	1.0
283	1984	1.0
283	1768	1.0
22790	2721	1.0
3997	5766	1.0
23392	23211	1.0
23392	24157	1.0
10506	1249	1.0
10506	14025	1.0
22840	25667	1.0
22387	21801	1.0
25044	24209	1.0
14746	15575	1.0
24693	23559	1.0
19713	15212	1.0
19325	1249	1.0
19325	14007	1.0
22082	1249	1.0
10507	1249	1.0
10507	13294	1.0
17771	16577	1.0
24218	14050	1.0
20589	15186	1.0
15685	6251	1.0
15685	21199	1.0
15685	10480	1.0
15685	13094	1.0
19785	1249	1.0
19785	22940	1.0
16408	2039	1.0
16408	1249	1.0
16408	8015	1.0
16408	2890	1.0
16408	17495	1.0
10509	20217	1.0
25224	25376	1.0
15611	9473	1.0
15611	13047	1.0
23311	4599	1.0
23311	16790	1.0
23311	15433	1.0
23311	12698	1.0
3998	20277	1.0
3998	11034	1.0
26232	24140	1.0
285	2503	1.0
285	8523	1.0
285	2500	1.0
285	2135	1.0
15686	6341	1.0
15688	1179	1.0
24265	24241	1.0
24265	25394	1.0
13139	7564	1.0
13139	6715	1.0
13139	10404	1.0
20355	19968	1.0
20355	7500	1.0
286	6011	1.0
286	1239	1.0
286	11318	1.0
286	5790	1.0
286	11848	1.0
286	13127	1.0
286	2261	1.0
286	3913	1.0
286	3785	1.0
286	11685	1.0
286	8914	1.0
286	509	1.0
19974	19763	1.0
6838	14652	1.0
15689	18494	1.0
6839	6570	1.0
6839	7880	1.0
6839	13201	1.0
6839	818	1.0
13140	11862	1.0
13140	10616	1.0
13140	11389	1.0
288	6247	1.0
288	5253	1.0
288	9539	1.0
288	3145	1.0
288	4852	1.0
288	3218	1.0
288	5861	1.0
288	10955	1.0
288	1249	1.0
288	19501	1.0
288	12452	1.0
288	8729	1.0
288	11778	1.0
288	14141	1.0
13141	21010	1.0
289	8974	1.0
289	910	1.0
289	18622	1.0
13142	2009	1.0
25225	25376	1.0
26500	24209	1.0
2692	12218	1.0
2692	1249	1.0
2692	12090	1.0
2692	6754	1.0
2692	14141	1.0
2692	11778	1.0
17772	19907	1.0
22212	22600	1.0
6840	884	1.0
6840	592	1.0
6840	10	1.0
6840	5775	1.0
23236	6826	1.0
13144	10703	1.0
13144	11909	1.0
24647	24210	1.0
3999	3285	1.0
3999	2039	1.0
3999	11474	1.0
3999	602	1.0
3999	7028	1.0
3999	3063	1.0
10423	19707	1.0
10423	15712	1.0
22928	5215	1.0
22928	15833	1.0
22928	24584	1.0
10513	21047	1.0
10513	19731	1.0
19906	19423	1.0
9451	14736	1.0
19326	15175	1.0
19326	20396	1.0
17773	21157	1.0
10515	301	1.0
10515	26317	1.0
10515	3123	1.0
10515	10094	1.0
10515	21265	1.0
24056	2737	1.0
291	12333	1.0
291	20965	1.0
291	13667	1.0
291	13811	1.0
291	10	1.0
15690	26	1.0
15690	3853	1.0
15690	5649	1.0
20521	4845	1.0
4000	5131	1.0
4000	592	1.0
4000	12694	1.0
4000	12476	1.0
4000	3536	1.0
4000	6857	1.0
4000	5532	1.0
21453	14489	1.0
6841	12424	1.0
19327	13519	1.0
